SubmissionID,PlacementStatus,SessionId,TalkIndex,OverflowOrder,UpdatedAt
vGbOvov,unassigned,,,,2026-04-23T09:30:18
vGvVg08,scheduled,6dae8a17-981c-5a51-ac6a-b02d20d7d7ef,1,,2026-04-17T13:57:12
vGvVkWd,scheduled,85079871-f72b-53f9-ada7-b5583da10de3,1,,2026-03-13T11:11:08
vGvaRMQ,scheduled,d43d90bd-6011-5501-9e3d-c96cee718ee9,3,,2026-04-17T12:34:01
vGvx94g,scheduled,3c9638a1-b8ec-579d-9b03-db9e812cecbf,4,,2026-04-23T09:39:59
xX6y5Xv,unassigned,,,,2026-04-15T13:42:01
xXL7QXk,scheduled,0bf1aa12-2ee6-5327-bff9-6da25d94a416,4,,2026-04-17T11:08:21
xXL7jBk,scheduled,e935d0b6-13cc-5def-b109-5ec23fdacf31,2,,2026-04-16T11:53:57
xXLB87v,overflow,85079871-f72b-53f9-ada7-b5583da10de3,,1,2026-04-20T09:34:11
xXLBNeG,overflow,60ccb7da-0f57-5d46-8ed3-8debe06ec73e,,1,2026-04-20T09:15:24
xXLEDGy,scheduled,1dfa0fde-83eb-5bb4-b138-46e1220a5bb0,3,,2026-04-16T16:53:04
xXLEbd9,scheduled,c39d5181-fe34-5d91-a10a-d23cd0855326,4,,2026-03-13T15:45:59
xXLLlly,scheduled,611aa61f-0d61-560f-97f4-79d0862d0847,1,,2026-04-16T11:47:20
xXLWW85,scheduled,9b3ed785-58c5-52a3-a353-e9c05addc8f7,1,,2026-03-13T15:57:46
xXLzaqG,unassigned,,,,2026-04-03T09:14:52
xXo7z9J,unassigned,,,,2026-04-03T09:14:21
xxxAdd1,scheduled,487ac190-888e-4880-bf19-63b2eab82c54,2,,2026-04-16T15:30:26
xxxAdd2,scheduled,487ac190-888e-4880-bf19-63b2eab82c54,3,,2026-04-16T15:39:10
xxxAdd3,scheduled,d30149c9-7b15-5a97-aa72-e9e5755eea67,2,,2026-04-16T17:36:33
xxxAdd4,scheduled,e986af98-f462-5a10-98ce-0eb2f2de5d7b,3,,2026-04-16T17:41:44
xxxAdd5,scheduled,847db82a-f93c-52b1-a16b-c1533f4fc0bf,3,,2026-04-16T17:18:23
xxxAdd6,scheduled,ddffb4ab-92ad-59fd-88f4-b232a74ade81,3,,2026-04-17T14:01:12
xxxAdd7,scheduled,d061a2e3-8e15-5d4c-823f-bbb3b7261e6d,1,,2026-04-23T10:05:41
xxxAdd8,scheduled,d061a2e3-8e15-5d4c-823f-bbb3b7261e6d,2,,2026-04-23T10:05:41
xxxAdd9,scheduled,d061a2e3-8e15-5d4c-823f-bbb3b7261e6d,3,,2026-04-23T10:05:41
yPpbLz8,scheduled,56231a19-45e2-5615-80f6-438e9d4331ab,5,,2026-04-16T17:52:46
yPpbzo8,scheduled,eba1a77d-338c-5e5b-bbc0-2ccc6e36359b,4,,2026-04-14T15:08:29
yPpr78p,scheduled,1d96e9ed-ae3b-5699-976b-48f927e48672,3,,2026-04-20T11:31:32
zx4XMME,scheduled,56231a19-45e2-5615-80f6-438e9d4331ab,2,,2026-04-16T17:50:22
zxOapRg,unassigned,,,,2026-04-03T09:13:59
zxRA6V8,scheduled,85079871-f72b-53f9-ada7-b5583da10de3,2,,2026-04-15T15:57:04
zxRR80a,unassigned,,,,2026-04-03T09:13:39
zxRb7qa,scheduled,ddffb4ab-92ad-59fd-88f4-b232a74ade81,4,,2026-04-17T14:01:12
zxRbM51,scheduled,45494c18-33d0-5dd6-8146-6b7a6246f57b,2,,2026-03-12T13:06:36
zxvBrNE,unassigned,,,,2026-04-03T09:12:56
ASEntry1,scheduled,0bf1aa12-2ee6-5327-bff9-6da25d94a416,3,,2026-04-17T10:56:41
ASEntry2,scheduled,68750050-01be-5c35-b256-29c008d72a94,2,,2026-04-20T11:31:32
ASEntry3,overflow,fc078143-8b47-5477-92aa-5b10e01e9606,,1,2026-04-20T09:13:56
ASEntry4,scheduled,c040ca03-5a2e-565d-b328-a889f0d6bd24,5,,2026-04-17T10:46:28
ASEntry5,unassigned,,,,2026-03-17T11:51:59
ASEntry6,scheduled,deb4e105-4f8c-51f2-840e-fc0742ac3a57,4,,2026-03-13T10:51:50
xxxAdd10,overflow,e563db19-44ce-54ff-819a-d0a9a42ec08d,,1,2026-04-23T09:53:32
MANUAL-1465A4C5,unassigned,,,,2026-04-17T15:17:30
MANUAL-1972E8DD,overflow,7448eb9b-ec23-556a-a343-efcfb18d9533,,1,2026-04-20T09:29:21
MANUAL-281724E2,unassigned,,,,2026-04-20T09:44:51
MANUAL-46BE820D,overflow,3c9638a1-b8ec-579d-9b03-db9e812cecbf,,1,2026-04-23T09:39:59
MANUAL-BA2CAC46,scheduled,3c9638a1-b8ec-579d-9b03-db9e812cecbf,5,,2026-04-23T09:51:45
